Agency,Description,Uploaded On,Link,Saved
Housing and Urban Development,Ginnie Mae Business Solutions and Next Generation Support,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QFDA24F0003&modNumber=P00003&idvAgencyID=&idvPIID=GS10F074CA&contractType=AWARD,3593186.0
Housing and Urban Development,EO14042 EIS MTIPS Support Services (TO3)in support of GNMA,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615321F00009&modNumber=P00010&idvAgencyID=&idvPIID=GS00Q17NSD3000&contractType=AWARD,13996980.0
Housing and Urban Development,Ginnie Mae Customer Experience (GNMA CX),2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QFDA24F0028&modNumber=P00003&idvAgencyID=&idvPIID=47QRAD20D8176&contractType=AWARD,6763208.0
Housing and Urban Development,CENTRALIZED DATA MANAGEMENT (NEXTGEN),2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615524F00001&modNumber=P00002&idvAgencyID=&idvPIID=47QTCA23D002F&contractType=AWARD,6771568.0
Housing and Urban Development,Solutions Program Support,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615621F00001&modNumber=P00019&idvAgencyID=&idvPIID=HHSN316201200175W&contractType=AWARD,1735164.0
Housing and Urban Development,Digital Asset Management Solution (DAMS),2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QFDA23F0032&modNumber=P00003&idvAgencyID=&idvPIID=47QFDA20A0015&contractType=AWARD,192290.0
Housing and Urban Development,OCIO Operational Support Services,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615424C00004&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,3946161.0
Housing and Urban Development,Office Furniture for Atlanta office,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614322F00043&modNumber=P00005&idvAgencyID=&idvPIID=86614319A00002&contractType=AWARD,3294081.0
Housing and Urban Development,"Services to supplement the Office of Financial Management and Budget, Financial Management Division staff with additional resources and expertise to achieve senior management priorities of resolving audit recommendations, material weaknesses and achieving a clean audit opinion.",2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614923C00008&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,2026131.0
Housing and Urban Development,"Support the private owners’ due diligence (such as capital needs assessments, environmental reports, energy assessments, and disaster resilience/risk mitigation assessments). Assist the private owners in developing their property investment plans.",2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615724F00020&modNumber=P00004&idvAgencyID=&idvPIID=86615324A00003&contractType=AWARD,3027828.0
Housing and Urban Development,OGC Documents Scanning Support Services,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615124C00003&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,1944714.0
Housing and Urban Development,Nationwide Furniture System - HQ CPD,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614323F00031&modNumber=P00005&idvAgencyID=&idvPIID=86614319A00002&contractType=AWARD,277422.0
Housing and Urban Development,FY24/25 Audiovisual Projects for the Office of Digital Enterprise,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614324F00053&modNumber=P00001&idvAgencyID=&idvPIID=86614324A00008&contractType=AWARD,1240442.0
Housing and Urban Development,Replacement of Sanitary piping fort he Executive Suites,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614324F00054&modNumber=P00001&idvAgencyID=&idvPIID=86614324D00002&contractType=AWARD,1315069.0
Housing and Urban Development,Evaluation of HUD Healthy Homes remediation activities and DOE Weatherization activity programs for Lead Hazard Control Support Services,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614122F00032&modNumber=P00006&idvAgencyID=&idvPIID=86614122A00004&contractType=AWARD,769680.0
Housing and Urban Development,SaaS Recruiting Tool,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615324P00003&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,705200.0
Housing and Urban Development,10th Floor OGC office build-out in the central building core (rooms 10131-10135) renovation,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614324F00039&modNumber=P00001&idvAgencyID=&idvPIID=86614324D00002&contractType=AWARD,781320.0
Housing and Urban Development,Support to provide a data set free of errors such that the summary statistics reported by HUD and The Department of Veterans Affairs (VA).,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614822C00007&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,634523.0
Housing and Urban Development,Capital Planning Project Management and Support Services,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614324F00020&modNumber=P00002&idvAgencyID=&idvPIID=86614324A00003&contractType=AWARD,187500.0
Housing and Urban Development,Develop a Healthy Homes Training Plan with Input from a Lead and Healthy Homes Information Panel,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614122F00040&modNumber=P00006&idvAgencyID=&idvPIID=47QRAA18D00H1&contractType=AWARD,214647.0
Housing and Urban Development,Graphic Design Support for PD&R,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614620F0005&modNumber=P00008&idvAgencyID=&idvPIID=GS07F180AA&contractType=AWARD,241404.0
Housing and Urban Development,Integrated Workplace Management (IWMS) Support and Strategy - Capital Planning BPA,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614324F00035&modNumber=P00001&idvAgencyID=&idvPIID=86614324A00003&contractType=AWARD,300000.0
Housing and Urban Development,OCAO Capital Planning Support Services (FY27-FY31),2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614324F00049&modNumber=P00001&idvAgencyID=&idvPIID=86614324A00003&contractType=AWARD,150000.0
Housing and Urban Development,OASA Executive Assistant Services,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614324C00004&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,53250.0
Housing and Urban Development,CNSTAT,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614921C00003&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD,53778.0
Housing and Urban Development,Support dismantle and disposal services for the New York Regional Office,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614324F00048&modNumber=P00001&idvAgencyID=&idvPIID=86614324A00005&contractType=AWARD,152160.0
Housing and Urban Development,Technical Evaluation Panel (TEP) Chair Support Services - OHHLHC Projects,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615123F00009&modNumber=P00003&idvAgencyID=&idvPIID=86615123A00004&contractType=AWARD,111066.0
Housing and Urban Development,NCMA Tuition/Registration/Membership Fees,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615122P00002&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,36790.0
Housing and Urban Development,Remote Oracle APEX customized training and technical assistance.,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614822P00003&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,19000.0
Housing and Urban Development,Annual subscription for database search engine equal to Dun and Bradstreet and Equifax reports; 24 hour technical support access and access to online tutorial and learning guides.,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614820F00021&modNumber=P00007&idvAgencyID=&idvPIID=GS02F0048M&contractType=AWARD,59760.0
Housing and Urban Development,3 -School Attendance Boundaries Data,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614621F00003&modNumber=P00005&idvAgencyID=&idvPIID=GS35F0265X&contractType=AWARD,40000.0
Housing and Urban Development,Translation Support Services,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614624F00002&modNumber=P00001&idvAgencyID=&idvPIID=86614623D00003&contractType=AWARD,36858.0
Housing and Urban Development,Document destruction and removal services for Atlanta Regional Office,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614321F00041&modNumber=P00006&idvAgencyID=&idvPIID=GS03F0095V&contractType=AWARD,8739.0
Housing and Urban Development,Zip +4 Database Premium Plus Centroids Subscription Access,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614621F00010&modNumber=P00006&idvAgencyID=&idvPIID=NNG15SC16B&contractType=AWARD,3665.0
Housing and Urban Development,OIG Furniture,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614324F00047&modNumber=P00001&idvAgencyID=&idvPIID=86614324A00004&contractType=AWARD,13685.0
Housing and Urban Development,"OIG Furniture Call Order - HUD Headquarters, Washington, DC",2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614324F00041&modNumber=P00001&idvAgencyID=&idvPIID=86614324A00004&contractType=AWARD,11929.0
Housing and Urban Development,Building services not covered by lease,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614324P00016&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,2700.0
Housing and Urban Development,"ONLINE LEGAL RESEARCH AND RELATED SUBSCRIPTION SERVICES FOR HUD'S OLHCHH OFFICE USERS AS DESCRIBED IN EACH OF THE CONTRACT LINE ITEMS (CLIN'S) AND THE ATTACHMENTS FOR BASE YEAR, PLUS FOUR OPTION YEARS, OR A TOTAL OF FIVE YEARS.",2/26/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615123F00013&modNumber=P00001&idvAgencyID=&idvPIID=86615123A00002&contractType=AWARD,0.0
Housing and Urban Development,HOSPITAL ASSESSMENT CONSULTING SERVICES (HACS) - HEALTHCARE INDUSTRY UPDATES,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615624F00003&modNumber=P00002&idvAgencyID=&idvPIID=86615621D00001&contractType=AWARD,0.0
Housing and Urban Development,ONLINE LEGAL RESEARCH (OLR) AND MEDIA SERVICES FOR THE OFFICE OF COMMUNITY PLANNING & DEVELOPMENT.,3/4/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615123F00020&modNumber=P00005&idvAgencyID=&idvPIID=86615123A00002&contractType=AWARD,9289.0
Housing and Urban Development,Security Support Services,3/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614323F00003&modNumber=P00005&idvAgencyID=&idvPIID=47QREA22D000F&contractType=AWARD,0.0
Housing and Urban Development,FHEO Communications & Outreach Modernization,3/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615723C00011&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,485959.0
Housing and Urban Development,Granicus Digital Communication Management Cloud and Licenses,3/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615323F00016&modNumber=P00004&idvAgencyID=&idvPIID=NNG15SD60B&contractType=AWARD,573943.0
Housing and Urban Development,FHA Subscription Construction Cost Estimating,3/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614821D00001&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=IDV,103930.0
Housing and Urban Development,Online Legal Research (OLR) and Media Services - OHP,3/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615124F00004&modNumber=P00003&idvAgencyID=&idvPIID=86615123A00002&contractType=AWARD,15959.0
Housing and Urban Development,Housing Shredding and Disposition Services,3/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615723P00013&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,28795.0
Housing and Urban Development,"Requires contractor support for the development and implementation of a comprehensive strategic communications plan, product development, events planning and management, stakeholder engagement, and monthly progress reporting for a national campaign for CPD's Community Development Block Grant (CDBG) program's 50th anniversary throughout the year.",3/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615724C00010&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,754.0
Housing and Urban Development,Contractor to support its mission by populating fourteams comprised of People with Lived Experience of Homelessness (PWLEH).,3/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615724C00011&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,578032.0
Housing and Urban Development,FHEO Program Review and Support Services,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615724C00028&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,363178.0
Housing and Urban Development,MEETING PLANNER SERVICES,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615621C00012&modNumber=P00009&idvAgencyID=&idvPIID=&contractType=AWARD,1722070.0
Housing and Urban Development,AFFH Support Services,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615724C00030&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,315410.0
Housing and Urban Development,Annual Federal Credit Reform Training,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615725F00002&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA21D006V&contractType=AWARD,27940.0
Housing and Urban Development,Mental Health First Aid Training,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615623C00021&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,370700.0
Housing and Urban Development,"EO14042-THE CONTRACTOR WILL SUPPORT HUD BY DEVELOPING A SUPPLY CHAIN RISK MANAGEMENT (SCRM) PROGRAM THAT MEETS ALL STATUTORY, REGULATORY, AND OTHER REQUIREMENTS LISTED IN THE EXECUTIVE ORDER.",3/11/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615122F00022&modNumber=P00008&idvAgencyID=&idvPIID=86615121A00002&contractType=AWARD,0.0
Housing and Urban Development,INFORMATION RESOURCE CENTER FOR FAIR HOUSING INITIATIVES PROGRAM (FHIP) AND FAIR HOUSING AND EQUAL OPPORTUNITY (FHEO),3/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615724C00029&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,1853970.0
Housing and Urban Development,Project management and business analysis support services to HUD's effort to modernize its IT systems.,2/11/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615123F00005&modNumber=P00002&idvAgencyID=&idvPIID=86615121A00003&contractType=AWARD,837443.0
Housing and Urban Development,Media Advertisement,2/11/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615624C00006&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,2421412.0
Housing and Urban Development,Student Design Competition,2/11/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614624C00005&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,1253450.0
Housing and Urban Development,Ginnie Mae Optimization and Transformation (G.O.A.T.),2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QFDA25F0007&modNumber=P00002&idvAgencyID=&idvPIID=47QFDA19A0008&contractType=AWARD,9638864.0
Housing and Urban Development,OCRO Fraud Risk Management,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615124F00013&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA24D009Q&contractType=AWARD,2633530.0
Housing and Urban Development,"Support the private owners’ due diligence (such as capital needs assessments, environmental reports, energy assessments, and disaster resilience/risk mitigation assessments). Assist the private owners in developing their property investment plans.",2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615724F00033&modNumber=P00001&idvAgencyID=&idvPIID=86615324A00002&contractType=AWARD,1847056.0
Housing and Urban Development,SIP/Core Plumbing Project Complete Outfitting,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614323F00032&modNumber=P00001&idvAgencyID=&idvPIID=86614319D00001&contractType=AWARD,0.0
Housing and Urban Development,Annual Report Services for the Office of Administration,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614324P00033&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,20093.0
Housing and Urban Development,LexisNexis user licenses for OLHCHH,2/25/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615124P00003&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,22800.0
Housing and Urban Development,Programs Assessment and Implementation Plan,3/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615124A00010&modNumber=P00001&idvAgencyID=&idvPIID=GS00F290CA&contractType=IDV,1222882.0
Housing and Urban Development,AFOS: Support of Green and Resilient Retrofit Program (GRRP),3/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615122F00016&modNumber=P00004&idvAgencyID=&idvPIID=GS00F013DA&contractType=AWARD,1003196.0
Housing and Urban Development,"Support to develop a Housing Counseling Impact Methodology that allows OHC to estimate the demand, cost, and service levels for housing counseling per client, and the outcomes and broader impacts that could be achieved at a given Congressional appropriations level. This methodology shall be replicable in the future by OHC without external support.",3/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615121A00004&modNumber=P00006&idvAgencyID=&idvPIID=GS00F275CA&contractType=IDV,605499.0
Housing and Urban Development,"OCIO requires contractor support to perform DME work on the following PIH IT systems: the modernization of PIH Data Warehouse (DW), Enterprise Voucher Management System (eVMS), and the PIH Housing Information Portal (HIP). This includes analyzing business and technical needs developing and enhancing cloud-based system to support PIH in optimally meeting its mission. Additionally, OCIO requires services support from vendors with a strong culture around customer experience and user experience, product management, and agile development. Developing high-quality information technology solutions for PIH will enable the delivery of HUD programs and services that prevent homelessness, assist tenants with affordable and suitable rental properties, and create healthier home environments.",3/13/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615323F00011&modNumber=P00006&idvAgencyID=&idvPIID=47QRAA18D001P&contractType=AWARD,18936328.0
Housing and Urban Development,"Ginnie Mae requires contractor support to strengthen its project management office operations function. Services shall include analyzing and enhancing project management automation solutions, portfolio management and providing recommendations to assist with the development of streamlined processes.",3/13/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615123F00001&modNumber=P00005&idvAgencyID=&idvPIID=86615121A00003&contractType=AWARD,1525701.0
Institute of Museum And Library Services,"Additional work to remove survey analysis as part of the interim report and data visualizations, and instead add 6 additional interview/focus group analysis.",2/4/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=5300&PIID=53987124F0023&modNumber=P00003&idvAgencyID=&idvPIID=53987123A0003&contractType=AWARD,447641.0
Institute of Museum And Library Services,"Contractor support for the Office of Human Resources and Equity Office, including human resources support services and Diversity, Equity, Inclusion and Accessibility services.",2/4/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=5300&PIID=53987123F0022&modNumber=P00003&idvAgencyID=&idvPIID=GS02F108BA&contractType=AWARD,78259.0
Institute of Museum And Library Services,IMLS Federal Employee Viewpoint analysis,2/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=5300&PIID=53987123A0003&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA18D00BQ&contractType=IDV,3962175.0
Inter-American Foundation,IDIQ LLAS EASTERN CARIBBEAN,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343123D00001&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=IDV,0.0
Inter-American Foundation,BRAZIL LLAS IDIQ,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343123D00002&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=IDV,0.0
Inter-American Foundation,LOCAL LIAISON AND ADVISORY SERVICES (LLAS) IN GUATEMALA,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343120C00006&modNumber=P00009&idvAgencyID=&idvPIID=&contractType=AWARD,85354.0
Inter-American Foundation,LOCAL LIAISON AND ADVISORY SERVICES (LLAS) IN PERU.,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343120P00003&modNumber=P00009&idvAgencyID=&idvPIID=&contractType=AWARD,159366.0
Inter-American Foundation,BPA SET-UP EVALUATION SERVICES FOR IAF,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124A00001&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=IDV,0.0
Inter-American Foundation,THE PURPOSE OF THIS CONTRACT IS TO OBLIGATE FUNDS FOR LOCAL LIAISON AND ADVISORY SERVICES IN ECUADOR.,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343121C00012&modNumber=P00010&idvAgencyID=&idvPIID=&contractType=AWARD,36210.0
Inter-American Foundation,COLOMBIA SINGLE CONTRACT TASK ORDER 1,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343125F00005&modNumber=P00001&idvAgencyID=&idvPIID=20343125D00005&contractType=AWARD,0.0
Inter-American Foundation,IDIQ IN-COUNTRY SUPPORT SERVICES FOR COLOMBIA,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343125D00005&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=IDV,0.0
Inter-American Foundation,BRAZIL MELS,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343123C00005&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,30000.0
Inter-American Foundation,GUATEMALA MELS,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343123C00004&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,57610.0
Inter-American Foundation,MELS PERU,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124C00001&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,135142.0
Inter-American Foundation,MEXICO SINGLE CONTRACT SUPPORT SERVICES TASK ORDER 1,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343125F00006&modNumber=P00001&idvAgencyID=&idvPIID=20343125D00004&contractType=AWARD,0.0
Inter-American Foundation,IDIQ IN-COUNTRY SUPPORT FOR MEXICO,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343125D00004&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=IDV,0.0
Inter-American Foundation,PERSONAL SERVICES CONTRACT: LOCAL LIAISON AND ADVISORY SERVICES (LLAS) PSC IN PARAGUAY,3/3/2025,,18418.0
Inter-American Foundation,LOCAL LIAISON AND ADVISORY SERVICES (LLAS) FOR COSTA RICA AND PANAMA.,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343123D00007&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=IDV,0.0
Inter-American Foundation,LOCAL LIAISON AND ADVISORY SERVICES (LLAS) IN BOLIVIA.,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124D00001&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=IDV,0.0
Inter-American Foundation,IDIQ LLAS EASTERN CARIBBEAN,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343125F00010&modNumber=P00001&idvAgencyID=&idvPIID=20343123D00001&contractType=AWARD,0.0
Inter-American Foundation,BPA CALL 1 FOR EVALUATION SERVICES FOR IAF,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124F00025&modNumber=P00002&idvAgencyID=&idvPIID=20343124A00001&contractType=AWARD,0.0
Inter-American Foundation,BRAZIL LLAS IDIQ,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343125F00011&modNumber=P00001&idvAgencyID=&idvPIID=20343123D00002&contractType=AWARD,0.0
Inter-American Foundation,DOMINICAN REPUBLIC MELS,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343123C00003&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,15883.0
Inter-American Foundation,MELS SERVICES IN BOLIVIA,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124C00002&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,0.0
Inter-American Foundation,LOCAL LIAISON AND ADVISORY SERVICES (LLAS) IN BOLIVIA.,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343125F00007&modNumber=P00001&idvAgencyID=&idvPIID=20343124D00001&contractType=AWARD,0.0
Inter-American Foundation,TASK ORDER 2 UNDER IDIQ 20343123D00007,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124F00030&modNumber=P00001&idvAgencyID=&idvPIID=20343123D00007&contractType=AWARD,0.0
Inter-American Foundation,MELS SERVICES IN EL SALVADOR,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124P00005&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,0.0
Inter-American Foundation,SOLICITATION FOR MELS SERVICES IN HAITI,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124C00005&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,0.0
