AGENCY,RECIPIENT,AWARD DESCRIPTION,PAYMENT DATE,PAYMENT
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,GATEWAY COMMUNITY SERVICES INC.,"Private Non-Profit - Hospital, Clinic, Health Ctr, Instit, Mental Health Ctr",3/7/2025,35455.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"A. W A.R E, INC",Private Non-Profit - Other Social Services Organization,3/7/2025,35947.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,COMMONWEALTH UNIVERSITY OF PENNSYLVANIA,"State - University, College, Jr. College",3/7/2025,12278.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,UNIVERSITY OF WISCONSIN SYSTEM/BOARD OF REGENTS,"State - University, College, Jr. College",3/7/2025,20831.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,UNIVERSITY OF WISCONSIN SYSTEM/BOARD OF REGENTS,"State - University, College, Jr. College",3/7/2025,1235.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,UNIVERSITY OF WISCONSIN SYSTEM/BOARD OF REGENTS,"State - University, College, Jr. College",3/7/2025,1886.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,UNIVERSITY OF WISCONSIN SYSTEM/BOARD OF REGENTS,"State - University, College, Jr. College",3/7/2025,35942.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,UNIVERSITY OF WISCONSIN SYSTEM/BOARD OF REGENTS,"State - University, College, Jr. College",3/7/2025,9235.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,UNIVERSITY OF WISCONSIN SYSTEM/BOARD OF REGENTS,"State - University, College, Jr. College",3/7/2025,18051.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,MICHIGAN DEPARTMENT OF HEALTH AND HUMAN SERVICES,State - Health Department,3/7/2025,253051.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,CHILDREN`S HOSPITAL MEDICAL CENTER,"Private Non-Profit - Hospital, Clinic, Health Ctr, Instit, Mental Health Ctr",3/7/2025,2544.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,East Central University,State - Social Services Department,3/7/2025,9750.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,East Central University,State - Social Services Department,3/7/2025,1851.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"NEW YORK, CITY OF",City - Health Department,3/7/2025,277117.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"UNIVERSITY OF COLORADO, OFFICE FOR SINGLE LTR OF CREDIT","State - University, College, Jr. College",3/7/2025,203276.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,DEPARTMENT OF HUMAN SERVICES COLORADO,State - Social Services Department,3/7/2025,46728.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,COLORADO STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,40097.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,CT ST DEPARTMENT OF MENTAL HEALTH & ADDICTION SVCS,State - Health Department,3/7/2025,30000.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,CT ST DEPARTMENT OF MENTAL HEALTH & ADDICTION SVCS,State - Health Department,3/7/2025,751203.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,DANBURY HOSPITAL,"City - Hospital, Clinic, Health Ctr, Institution, Mental Health Ctr",3/7/2025,108362.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,ALBUQUERQUE AREA INDIAN HEALTH BOARD INC,"Other(Towns,Villages,American Indian Tribe) - Indian Tribal Council",3/7/2025,15088.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,ALBUQUERQUE AREA INDIAN HEALTH BOARD INC,"Other(Towns,Villages,American Indian Tribe) - Indian Tribal Council",3/7/2025,1800.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,ALBUQUERQUE AREA INDIAN HEALTH BOARD INC,"Other(Towns,Villages,American Indian Tribe) - Indian Tribal Council",3/7/2025,2117.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,ALBUQUERQUE AREA INDIAN HEALTH BOARD INC,"Other(Towns,Villages,American Indian Tribe) - Indian Tribal Council",3/7/2025,288.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,UNIVERSITY OF DENVER,"Private Non-Profit - University, College, Jr. College",3/7/2025,51865.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,HAWAII DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,80200.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,IA ST DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/7/2025,71283.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,IA ST DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/7/2025,207404.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,JOHNS HOPKINS UNIVERSITY,"Private Non-Profit - University, College, Jr. College",3/7/2025,212.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,JOHNS HOPKINS UNIVERSITY,"Private Non-Profit - University, College, Jr. College",3/7/2025,6.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,JOHNS HOPKINS UNIVERSITY,"Private Non-Profit - University, College, Jr. College",3/7/2025,47.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,JOHNS HOPKINS UNIVERSITY,"Private Non-Profit - University, College, Jr. College",3/7/2025,312.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,JOHNS HOPKINS UNIVERSITY,"Private Non-Profit - University, College, Jr. College",3/7/2025,3.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,JOHNS HOPKINS UNIVERSITY,"Private Non-Profit - University, College, Jr. College",3/7/2025,659.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,JOHNS HOPKINS UNIVERSITY,"Private Non-Profit - University, College, Jr. College",3/7/2025,19.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,KENT STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,47949.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,KENT STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,12526.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,6424.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,6687.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE","State - Research Institution, Foundation, Laboratory",3/7/2025,75.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"HEALTH AND HUMAN SERVICES, MAINE DEPARTMENT OF",State - Social Services Department,3/7/2025,2150.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"HEALTH AND HUMAN SERVICES, MAINE DEPARTMENT OF",State - Social Services Department,3/7/2025,4551.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,LUTHERAN SOCIAL SERVICES OF ILLINOIS,Private Non-Profit - Social Services Department,3/7/2025,86685.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,IA ST DEPARTMENT OF SOCIAL SERVICES/HUMAN SERVICES,State - Social Services Department,3/7/2025,32866.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,IA ST DEPARTMENT OF SOCIAL SERVICES/HUMAN SERVICES,State - Social Services Department,3/7/2025,20533.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,IA ST DEPARTMENT OF SOCIAL SERVICES/HUMAN SERVICES,State - Social Services Department,3/7/2025,67351.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"LA ST DEPARTMENT OF EDUCATION, BUREAU OF ACCOUNTING",State - Educational Department,3/7/2025,83.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"LA ST DEPARTMENT OF EDUCATION, BUREAU OF ACCOUNTING",State - Educational Department,3/7/2025,4401.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,WA ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,45840.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,ABBE CENTER FOR COMMUNITY MENTAL HEALTH,Private Profit (Small Business) - Other Health Organization,3/7/2025,71980.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,PRAIRIE VIEW INC,"Private Non-Profit - Hospital, Clinic, Health Ctr, Instit, Mental Health Ctr",3/7/2025,60393.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,2335.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,MO ST DEPARTMENT OF MENTAL HEALTH,State - Health Department,3/7/2025,3582443.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,MO ST DEPARTMENT OF MENTAL HEALTH,State - Health Department,3/7/2025,2936738.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,MO ST DEPARTMENT OF MENTAL HEALTH,State - Health Department,3/7/2025,2400.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,MO ST DEPARTMENT OF MENTAL HEALTH,State - Health Department,3/7/2025,82502.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,MO ST DEPARTMENT OF MENTAL HEALTH,State - Health Department,3/7/2025,1788294.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,MO ST DEPARTMENT OF MENTAL HEALTH,State - Health Department,3/7/2025,82.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,MO ST DEPARTMENT OF MENTAL HEALTH,State - Health Department,3/7/2025,3345946.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,MO ST DEPARTMENT OF MENTAL HEALTH,State - Health Department,3/7/2025,100922.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,MO ST DEPARTMENT OF MENTAL HEALTH,State - Health Department,3/7/2025,192.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,MO ST DEPARTMENT OF MENTAL HEALTH,State - Health Department,3/7/2025,1146059.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,MO ST DEPARTMENT OF MENTAL HEALTH,State - Health Department,3/7/2025,147525.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,MO ST DEPARTMENT OF MENTAL HEALTH,State - Health Department,3/7/2025,719301.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,MO ST DEPARTMENT OF MENTAL HEALTH,State - Health Department,3/7/2025,107264.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,MO ST DEPARTMENT OF MENTAL HEALTH,State - Health Department,3/7/2025,53.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,MO ST DEPARTMENT OF MENTAL HEALTH,State - Health Department,3/7/2025,132837.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,MO ST DEPARTMENT OF MENTAL HEALTH,State - Health Department,3/7/2025,25909.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,MO ST DEPARTMENT OF MENTAL HEALTH,State - Health Department,3/7/2025,5279937.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"VALEO BEHAVIORAL HEALTH CARE, INC.",City - Other Health Organization,3/7/2025,36465.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,MS ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,2764.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NORTH MISSISSIPPI COMMISSION ON MNTL ILLNESS-MNTL RETAR,Special Unit of Govt - Other Health Organization,3/7/2025,34.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NORTH MISSISSIPPI COMMISSION ON MNTL ILLNESS-MNTL RETAR,Special Unit of Govt - Other Health Organization,3/7/2025,1293.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NORTH MISSISSIPPI COMMISSION ON MNTL ILLNESS-MNTL RETAR,Special Unit of Govt - Other Health Organization,3/7/2025,1269.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NORTH MISSISSIPPI COMMISSION ON MNTL ILLNESS-MNTL RETAR,Special Unit of Govt - Other Health Organization,3/7/2025,257.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NORTH MISSISSIPPI COMMISSION ON MNTL ILLNESS-MNTL RETAR,Special Unit of Govt - Other Health Organization,3/7/2025,2798.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NORTH MISSISSIPPI COMMISSION ON MNTL ILLNESS-MNTL RETAR,Special Unit of Govt - Other Health Organization,3/7/2025,143.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NORTH MISSISSIPPI COMMISSION ON MNTL ILLNESS-MNTL RETAR,Special Unit of Govt - Other Health Organization,3/7/2025,16847.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NORTH MISSISSIPPI COMMISSION ON MNTL ILLNESS-MNTL RETAR,Special Unit of Govt - Other Health Organization,3/7/2025,8285.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NORTH MISSISSIPPI COMMISSION ON MNTL ILLNESS-MNTL RETAR,Special Unit of Govt - Other Health Organization,3/7/2025,1562.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,MONTCLAIR STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,6882.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,MONTCLAIR STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,12140.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,MONTCLAIR STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,5010.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,MONTCLAIR STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,1779.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,MONTCLAIR STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,37572.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,2243.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"Mental Health And Substance Abuse Services, Oklahoma De",State - Health Department,3/7/2025,3405.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"NATIVE AMERICAN COMMUNITY HEALTH CENTER,",Private Non-Profit - Other Health Organization,3/7/2025,65926.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"NATIVE AMERICAN COMMUNITY HEALTH CENTER,",Private Non-Profit - Other Health Organization,3/7/2025,4442.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"NATIVE AMERICAN COMMUNITY HEALTH CENTER,",Private Non-Profit - Other Health Organization,3/7/2025,4153.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"NATIVE AMERICAN COMMUNITY HEALTH CENTER,",Private Non-Profit - Other Health Organization,3/7/2025,6064.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,UNITED WAY SE LA,Private Non-Profit - Other Special Interest Organization,3/7/2025,108731.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,UNIVERSITY OF NEW MEXICO (THE),"State - University, College, Jr. College",3/7/2025,43457.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,UNIVERSITY OF NEW MEXICO (THE),"State - University, College, Jr. College",3/7/2025,27107.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,UNIVERSITY OF NEW MEXICO (THE),"State - University, College, Jr. College",3/7/2025,13358.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,UNIVERSITY OF NEW MEXICO (THE),"State - University, College, Jr. College",3/7/2025,83929.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,UNIVERSITY OF NEW MEXICO (THE),"State - University, College, Jr. College",3/7/2025,28470.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,UNIVERSITY OF LOUISIANA,"State - University, College, Jr. College",3/7/2025,85622.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,OH ST DEPARTMENT OF MENTAL HEALTH,Private Profit (Small Business) - Other Health Organization,3/7/2025,4893.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,OH ST DEPARTMENT OF MENTAL HEALTH,Private Profit (Small Business) - Other Health Organization,3/7/2025,9250.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,OH ST DEPARTMENT OF MENTAL HEALTH,Private Profit (Small Business) - Other Health Organization,3/7/2025,38891.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,ACCESSMATTERS,Private Non-Profit - Other Social Services Organization,3/7/2025,5700.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,DISABILITY RIGHTS TENNESSEE,State - Social Services Department,3/7/2025,3473.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,AZ ST HEALTH CARE COST CONTAINMENT SYSTEM,State - Other Health Organization,3/7/2025,372549.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"Disability Rights New Jersey, Inc",Private Non-Profit - Other Social Services Organization,3/7/2025,75000.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,644.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,3976.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,15679.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,3853.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,2258.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,18351.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,RESEARCH FOUNDATION OF STATE UNIV OF NEW YORK (SUNY),"State - Research Institution, Foundation, Laboratory",3/7/2025,18067.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"RI ST DEPARTMENT OF MENTAL HEALTH, RETARDATION & HOSP",State - Health Department,3/7/2025,2212.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"RI ST DEPARTMENT OF MENTAL HEALTH, RETARDATION & HOSP",State - Health Department,3/7/2025,0.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"RI ST DEPARTMENT OF MENTAL HEALTH, RETARDATION & HOSP",State - Health Department,3/7/2025,29464.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"RI ST DEPARTMENT OF MENTAL HEALTH, RETARDATION & HOSP",State - Health Department,3/7/2025,2106.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"RI ST DEPARTMENT OF MENTAL HEALTH, RETARDATION & HOSP",State - Health Department,3/7/2025,573.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"RI ST DEPARTMENT OF MENTAL HEALTH, RETARDATION & HOSP",State - Health Department,3/7/2025,35063.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"RI ST DEPARTMENT OF MENTAL HEALTH, RETARDATION & HOSP",State - Health Department,3/7/2025,142149.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,WEST VIRGINIA STATE HEALTH DEPARTMENT,State - Health Department,3/7/2025,43260.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,SC ST DEPARTMENT OF MENTAL HEALTH,State - Health Department,3/7/2025,240738.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,SC ST DEPARTMENT OF MENTAL HEALTH,State - Health Department,3/7/2025,585157.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,SC ST DEPARTMENT OF MENTAL HEALTH,State - Health Department,3/7/2025,83733.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,SC ST DEPARTMENT OF MENTAL HEALTH,State - Health Department,3/7/2025,138273.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,SC ST DEPARTMENT OF MENTAL HEALTH,State - Health Department,3/7/2025,62072.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,SC ST DEPARTMENT OF MENTAL HEALTH,State - Health Department,3/7/2025,150556.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"Council of Southeast Pennsylvania, Inc., The",Private Non-Profit - Community Action Organization,3/7/2025,24925.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,THE LELAND STANFORD JUNIOR UNIVERSITY,"Private Non-Profit - University, College, Jr. College",3/7/2025,516657.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,OK ST DEPARTMENT OF EDUCATION,State - Educational Department,3/7/2025,543.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,URSULINE COLLEGE,"Private Non-Profit - University, College, Jr. College",3/7/2025,5693.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,WRIGHT STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,122.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,WRIGHT STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,13999.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,WRIGHT STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,7937.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,WRIGHT STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,225.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,TN ST DEPT OF MNTL HLTH and Substance Abuse Services,State - Health Department,3/7/2025,213991.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,UNIVERSITY OF TEXAS AT AUSTIN,"State - University, College, Jr. College",3/7/2025,24546.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,UNIVERSITY OF TEXAS AT AUSTIN,"State - University, College, Jr. College",3/7/2025,10255.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,UNIVERSITY OF TEXAS AT AUSTIN,"State - University, College, Jr. College",3/7/2025,90034.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"CAC FOR LEXINGTON-FAYETTE COUNTIES, INC",Private Non-Profit - Community Action Organization,3/7/2025,4191.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,KENOSHA COUNTY HEALTH DEPARTMENT,County - Health Department,3/7/2025,28805.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,SANFORD BISMARCK,Private Profit (Large Business) - Vocational and Training School,3/7/2025,17145.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Butler County Educational Service Center,County - School Board and School District,3/7/2025,5879.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,ILLINOIS DEPT OF HUMAN SERVICES,State - Health Department,3/7/2025,1155.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,WASHINGTON STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,16672.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,WASHINGTON STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,4239.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,WASHINGTON STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,12159.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,WASHINGTON STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,1065.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,WASHINGTON STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,3499.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,WASHINGTON STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,5907.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,WASHINGTON STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,83039.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,WINSTON SALEM STATE UNIVERSITY,"State - University, College, Jr. College",3/7/2025,2160.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,YALE UNIVERSITY,"Private Non-Profit - University, College, Jr. College",3/7/2025,37943.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,YALE UNIVERSITY,"Private Non-Profit - University, College, Jr. College",3/7/2025,16982.0
